resultId,raceId,driverId,constructorId,number,grid,position,positionOrder,points,laps,milliseconds,fastestLap,rank,statusId,date
24343,1004,8,2,88.0,18,18.0,18,0.0,51,,50.0,20.0,12,2019-06-23 13:10:00
24344,1004,824,207,20.0,15,17.0,17,0.0,52,,50.0,18.0,11,2019-06-23 13:10:00
24345,1004,840,49,99.0,10,16.0,16,0.0,52,,50.0,13.0,11,2019-06-23 13:10:00
24346,1004,846,4,23.0,11,15.0,15,0.0,52,,51.0,12.0,11,2019-06-23 13:10:00
24347,1004,825,4,26.0,19,14.0,14,0.0,52,,43.0,16.0,11,2019-06-23 13:10:00
24348,1004,814,208,11.0,14,12.0,12,0.0,52,,42.0,11.0,11,2019-06-23 13:10:00
24349,1004,816,3,3.0,8,11.0,11,0.0,52,,42.0,14.0,11,2019-06-23 13:10:00
24350,1004,452,8,10.0,9,10.0,10,1.0,52,,47.0,15.0,11,2019-06-23 13:10:00
24351,1004,807,3,27.0,13,8.0,8,4.0,52,,46.0,10.0,11,2019-06-23 13:10:00
24352,1004,7,49,7.0,12,7.0,7,6.0,52,,47.0,8.0,11,2019-06-23 13:10:00
24353,1004,831,0,55.0,6,6.0,6,8.0,53,5166660.0,52.0,6.0,1,2019-06-23 13:10:00
24354,1004,19,5,5.0,7,5.0,5,11.0,53,5133994.0,53.0,1.0,1,2019-06-23 13:10:00
24355,1004,829,8,33.0,4,4.0,4,12.0,53,5106103.0,38.0,5.0,1,2019-06-23 13:10:00
24356,1004,842,5,16.0,3,3.0,3,15.0,53,5090183.0,40.0,4.0,1,2019-06-23 13:10:00
24357,1004,821,129,77.0,2,2.0,2,18.0,53,5089254.0,43.0,3.0,1,2019-06-23 13:10:00
24358,1004,0,129,44.0,1,1.0,1,25.0,53,5071198.0,53.0,2.0,1,2019-06-23 13:10:00
24359,1004,844,0,4.0,5,9.0,9,2.0,52,,45.0,7.0,11,2019-06-23 13:10:00
24360,1005,816,3,3.0,12,12.0,12,0.0,70,,65.0,4.0,11,2019-06-30 13:10:00
24361,1005,807,3,27.0,15,13.0,13,0.0,70,,59.0,16.0,11,2019-06-30 13:10:00
24362,1005,839,208,18.0,14,14.0,14,0.0,70,,57.0,17.0,11,2019-06-30 13:10:00
24363,1005,846,4,23.0,18,15.0,15,0.0,70,,59.0,11.0,11,2019-06-30 13:10:00
24364,1005,824,207,20.0,10,19.0,19,0.0,69,,69.0,10.0,12,2019-06-30 13:10:00
24365,1005,825,4,26.0,16,17.0,17,0.0,70,,58.0,18.0,11,2019-06-30 13:10:00
24366,1005,845,2,63.0,0,18.0,18,0.0,69,,52.0,19.0,12,2019-06-30 13:10:00
24367,1005,814,208,11.0,13,11.0,11,0.0,70,,67.0,14.0,11,2019-06-30 13:10:00
24368,1005,153,207,8.0,11,16.0,16,0.0,70,,56.0,12.0,11,2019-06-30 13:10:00
24369,1005,8,2,88.0,17,20.0,20,0.0,68,,55.0,20.0,13,2019-06-30 13:10:00
24370,1005,840,49,99.0,7,10.0,10,1.0,70,,57.0,13.0,11,2019-06-30 13:10:00
24371,1005,831,0,55.0,19,8.0,8,4.0,70,,53.0,6.0,11,2019-06-30 13:10:00
24372,1005,829,8,33.0,2,1.0,1,26.0,71,4921822.0,60.0,1.0,1,2019-06-30 13:10:00
24373,1005,842,5,16.0,1,2.0,2,18.0,71,4924546.0,58.0,3.0,1,2019-06-30 13:10:00
24374,1005,821,129,77.0,3,3.0,3,15.0,71,4940782.0,53.0,7.0,1,2019-06-30 13:10:00
24375,1005,7,49,7.0,6,9.0,9,2.0,70,,57.0,15.0,11,2019-06-30 13:10:00
24376,1005,0,129,44.0,4,5.0,5,10.0,71,4944627.0,69.0,5.0,1,2019-06-30 13:10:00
24377,1005,844,0,4.0,5,6.0,6,8.0,70,,69.0,8.0,11,2019-06-30 13:10:00
24378,1005,452,8,10.0,8,7.0,7,6.0,70,,63.0,9.0,11,2019-06-30 13:10:00
24379,1005,19,5,5.0,9,4.0,4,12.0,71,4941432.0,62.0,2.0,1,2019-06-30 13:10:00
24380,1006,839,208,18.0,18,13.0,13,0.0,52,4949538.0,49.0,6.0,1,2019-07-14 13:10:00
24381,1006,824,207,20.0,16,,20,0.0,6,,5.0,19.0,4,2019-07-14 13:10:00
24382,1006,153,207,8.0,14,,19,0.0,9,,4.0,20.0,4,2019-07-14 13:10:00
24383,1006,840,49,99.0,11,,18,0.0,18,,17.0,18.0,20,2019-07-14 13:10:00
24384,1006,814,208,11.0,15,17.0,17,0.0,51,,50.0,7.0,11,2019-07-14 13:10:00
24385,1006,19,5,5.0,6,16.0,16,0.0,51,,46.0,3.0,11,2019-07-14 13:10:00
24386,1006,8,2,88.0,20,15.0,15,0.0,51,,50.0,17.0,11,2019-07-14 13:10:00
24387,1006,845,2,63.0,19,14.0,14,0.0,51,,50.0,16.0,11,2019-07-14 13:10:00
24388,1006,846,4,23.0,9,12.0,12,0.0,52,4944069.0,46.0,15.0,1,2019-07-14 13:10:00
24389,1006,844,0,4.0,8,11.0,11,0.0,52,4942733.0,50.0,10.0,1,2019-07-14 13:10:00
24390,1006,0,129,44.0,2,1.0,1,26.0,52,4868452.0,52.0,1.0,1,2019-07-14 13:10:00
24391,1006,825,4,26.0,17,9.0,9,2.0,52,4935172.0,51.0,12.0,1,2019-07-14 13:10:00
24392,1006,7,49,7.0,12,8.0,8,4.0,52,4933992.0,51.0,14.0,1,2019-07-14 13:10:00
24393,1006,816,3,3.0,7,7.0,7,6.0,52,4922853.0,50.0,9.0,1,2019-07-14 13:10:00
24394,1006,831,0,55.0,13,6.0,6,8.0,52,4922091.0,50.0,11.0,1,2019-07-14 13:10:00
24395,1006,829,8,33.0,4,5.0,5,10.0,52,4907910.0,45.0,4.0,1,2019-07-14 13:10:00
24396,1006,452,8,10.0,5,4.0,4,12.0,52,4903144.0,48.0,8.0,1,2019-07-14 13:10:00
24397,1006,842,5,16.0,3,3.0,3,15.0,52,4898569.0,47.0,5.0,1,2019-07-14 13:10:00
24398,1006,821,129,77.0,1,2.0,2,18.0,52,4893380.0,47.0,2.0,1,2019-07-14 13:10:00
24399,1006,807,3,27.0,10,10.0,10,1.0,52,4941185.0,51.0,13.0,1,2019-07-14 13:10:00
24400,1007,840,49,99.0,11,13.0,13,0.0,64,6315124.0,60.0,14.0,1,2019-07-28 13:10:00
24401,1007,452,8,10.0,4,14.0,14,0.0,61,,56.0,4.0,4,2019-07-28 13:10:00
24402,1007,821,129,77.0,3,,15,0.0,56,,54.0,11.0,3,2019-07-28 13:10:00
24403,1007,807,3,27.0,9,,16,0.0,39,,18.0,17.0,3,2019-07-28 13:10:00
24404,1007,7,49,7.0,5,12.0,12,0.0,64,6313489.0,60.0,15.0,1,2019-07-28 13:10:00
24405,1007,844,0,4.0,19,,18,0.0,25,,16.0,18.0,75,2019-07-28 13:10:00
24406,1007,816,3,3.0,13,,19,0.0,13,,10.0,19.0,43,2019-07-28 13:10:00
24407,1007,814,208,11.0,8,,20,0.0,1,,,0.0,20,2019-07-28 13:10:00
24408,1007,842,5,16.0,10,,17,0.0,27,,17.0,16.0,3,2019-07-28 13:10:00
24409,1007,845,2,63.0,17,11.0,11,0.0,64,6297679.0,60.0,3.0,1,2019-07-28 13:10:00
24410,1007,829,8,33.0,2,1.0,1,26.0,64,6271275.0,61.0,1.0,1,2019-07-28 13:10:00
24411,1007,0,129,44.0,1,9.0,9,2.0,64,6290942.0,64.0,12.0,1,2019-07-28 13:10:00
24412,1007,824,207,20.0,12,8.0,8,4.0,64,6290040.0,62.0,5.0,1,2019-07-28 13:10:00
24413,1007,153,207,8.0,6,7.0,7,6.0,64,6288113.0,55.0,7.0,1,2019-07-28 13:10:00
24414,1007,846,4,23.0,16,6.0,6,8.0,64,6281327.0,63.0,10.0,1,2019-07-28 13:10:00
24415,1007,831,0,55.0,7,5.0,5,10.0,64,6280858.0,63.0,9.0,1,2019-07-28 13:10:00
24416,1007,839,208,18.0,15,4.0,4,12.0,64,6280241.0,61.0,8.0,1,2019-07-28 13:10:00
24417,1007,825,4,26.0,14,3.0,3,15.0,64,6279580.0,61.0,6.0,1,2019-07-28 13:10:00
24418,1007,19,5,5.0,20,2.0,2,18.0,64,6278608.0,63.0,2.0,1,2019-07-28 13:10:00
24419,1007,8,2,88.0,18,10.0,10,1.0,64,6296262.0,63.0,13.0,1,2019-07-28 13:10:00
24420,1008,824,207,20.0,14,13.0,13,0.0,69,,67.0,11.0,11,2019-08-04 13:10:00
24421,1008,816,3,3.0,20,14.0,14,0.0,69,,49.0,8.0,11,2019-08-04 13:10:00
24422,1008,825,4,26.0,13,15.0,15,0.0,68,,55.0,16.0,12,2019-08-04 13:10:00
24423,1008,845,2,63.0,15,16.0,16,0.0,68,,66.0,17.0,12,2019-08-04 13:10:00
24424,1008,153,207,8.0,9,,20,0.0,49,,46.0,18.0,34,2019-08-04 13:10:00
24425,1008,840,49,99.0,17,18.0,18,0.0,68,,64.0,19.0,12,2019-08-04 13:10:00
24426,1008,8,2,88.0,19,19.0,19,0.0,67,,42.0,20.0,13,2019-08-04 13:10:00
24427,1008,807,3,27.0,11,12.0,12,0.0,69,,59.0,14.0,11,2019-08-04 13:10:00
24428,1008,839,208,18.0,18,17.0,17,0.0,68,,52.0,6.0,12,2019-08-04 13:10:00
24429,1008,814,208,11.0,16,11.0,11,0.0,69,,47.0,15.0,11,2019-08-04 13:10:00
24430,1008,0,129,44.0,3,1.0,1,25.0,70,5703796.0,60.0,2.0,1,2019-08-04 13:10:00
24431,1008,844,0,4.0,7,9.0,9,2.0,69,,65.0,13.0,11,2019-08-04 13:10:00
24432,1008,829,8,33.0,1,2.0,2,19.0,70,5721592.0,69.0,1.0,1,2019-08-04 13:10:00
24433,1008,19,5,5.0,5,3.0,3,15.0,70,5765229.0,65.0,4.0,1,2019-08-04 13:10:00
24434,1008,842,5,16.0,4,4.0,4,12.0,70,5769046.0,49.0,5.0,1,2019-08-04 13:10:00
24435,1008,846,4,23.0,12,10.0,10,1.0,69,,65.0,7.0,11,2019-08-04 13:10:00
24436,1008,452,8,10.0,6,6.0,6,8.0,69,,65.0,12.0,11,2019-08-04 13:10:00
24437,1008,7,49,7.0,10,7.0,7,6.0,69,,65.0,9.0,11,2019-08-04 13:10:00
24438,1008,821,129,77.0,2,8.0,8,4.0,69,,59.0,3.0,11,2019-08-04 13:10:00
24439,1008,831,0,55.0,8,5.0,5,10.0,69,,66.0,10.0,11,2019-08-04 13:10:00
24440,1009,824,207,20.0,8,12.0,12,0.0,43,,33.0,11.0,11,2019-09-01 13:10:00
24441,1009,831,0,55.0,15,,19,0.0,1,,,0.0,75,2019-09-01 13:10:00
24442,1009,840,49,99.0,18,18.0,18,0.0,42,,31.0,6.0,3,2019-09-01 13:10:00
24443,1009,8,2,88.0,0,17.0,17,0.0,43,,33.0,15.0,11,2019-09-01 13:10:00
24444,1009,7,49,7.0,6,16.0,16,0.0,43,,37.0,12.0,11,2019-09-01 13:10:00
24445,1009,845,2,63.0,14,15.0,15,0.0,43,,34.0,14.0,11,2019-09-01 13:10:00
24446,1009,816,3,3.0,10,14.0,14,0.0,43,,21.0,18.0,11,2019-09-01 13:10:00
24447,1009,153,207,8.0,9,13.0,13,0.0,43,,18.0,16.0,11,2019-09-01 13:10:00
24448,1009,829,8,33.0,5,,20,0.0,0,,,0.0,3,2019-09-01 13:10:00
24449,1009,844,0,4.0,11,11.0,11,0.0,43,,21.0,8.0,5,2019-09-01 13:10:00
24450,1009,452,4,10.0,13,9.0,9,2.0,44,5134878.0,21.0,17.0,1,2019-09-01 13:10:00
24451,1009,807,3,27.0,12,8.0,8,4.0,44,5132349.0,34.0,9.0,1,2019-09-01 13:10:00
24452,1009,825,4,26.0,19,7.0,7,6.0,44,5115367.0,26.0,7.0,1,2019-09-01 13:10:00
24453,1009,814,208,11.0,7,6.0,6,8.0,44,5110158.0,29.0,13.0,1,2019-09-01 13:10:00
24454,1009,846,8,23.0,17,5.0,5,10.0,44,5107035.0,41.0,5.0,1,2019-09-01 13:10:00
24455,1009,19,5,5.0,2,4.0,4,13.0,44,5052132.0,36.0,1.0,1,2019-09-01 13:10:00
24456,1009,821,129,77.0,4,3.0,3,15.0,44,5038295.0,27.0,2.0,1,2019-09-01 13:10:00
24457,1009,0,129,44.0,3,2.0,2,18.0,44,5026691.0,24.0,3.0,1,2019-09-01 13:10:00
24458,1009,842,5,16.0,1,1.0,1,25.0,44,5025710.0,23.0,4.0,1,2019-09-01 13:10:00
24459,1009,839,208,18.0,16,10.0,10,1.0,44,5135548.0,34.0,10.0,1,2019-09-01 13:10:00
24460,1010,19,5,5.0,4,13.0,13,0.0,52,,50.0,2.0,11,2019-09-08 13:10:00
24461,1010,845,2,63.0,14,14.0,14,0.0,52,,51.0,16.0,11,2019-09-08 13:10:00
24462,1010,7,49,7.0,0,15.0,15,0.0,52,,52.0,13.0,11,2019-09-08 13:10:00
24463,1010,153,207,8.0,13,16.0,16,0.0,52,,31.0,17.0,11,2019-09-08 13:10:00
24464,1010,831,0,55.0,7,,20,0.0,27,,10.0,19.0,36,2019-09-08 13:10:00
24465,1010,839,208,18.0,9,12.0,12,0.0,52,,31.0,12.0,11,2019-09-08 13:10:00
24466,1010,824,207,20.0,11,,18,0.0,43,,38.0,14.0,9,2019-09-08 13:10:00
24467,1010,825,4,26.0,12,,19,0.0,29,,19.0,20.0,5,2019-09-08 13:10:00
24468,1010,8,2,88.0,15,17.0,17,0.0,51,,47.0,18.0,12,2019-09-08 13:10:00
24469,1010,452,4,10.0,17,11.0,11,0.0,52,,51.0,10.0,11,2019-09-08 13:10:00
24470,1010,0,129,44.0,2,3.0,3,16.0,53,4561864.0,51.0,1.0,1,2019-09-08 13:10:00
24471,1010,840,49,99.0,10,9.0,9,2.0,52,,44.0,15.0,11,2019-09-08 13:10:00
24472,1010,842,5,16.0,1,1.0,1,25.0,53,4526665.0,47.0,4.0,1,2019-09-08 13:10:00
24473,1010,821,129,77.0,3,2.0,2,18.0,53,4527500.0,47.0,3.0,1,2019-09-08 13:10:00
24474,1010,816,3,3.0,5,4.0,4,12.0,53,4572180.0,53.0,7.0,1,2019-09-08 13:10:00
24475,1010,844,0,4.0,16,10.0,10,1.0,52,,52.0,11.0,11,2019-09-08 13:10:00
24476,1010,846,8,23.0,8,6.0,6,8.0,53,4585980.0,45.0,6.0,1,2019-09-08 13:10:00
24477,1010,814,208,11.0,18,7.0,7,6.0,53,4600467.0,35.0,9.0,1,2019-09-08 13:10:00
24478,1010,829,8,33.0,19,8.0,8,4.0,53,4601157.0,41.0,5.0,1,2019-09-08 13:10:00
24479,1010,807,3,27.0,6,5.0,5,10.0,53,4584830.0,53.0,8.0,1,2019-09-08 13:10:00
24480,1011,839,208,18.0,16,13.0,13,0.0,61,7150086.0,57.0,6.0,1,2019-09-22 12:10:00
24481,1011,845,2,63.0,18,,20,0.0,34,,29.0,20.0,4,2019-09-22 12:10:00
24482,1011,814,208,11.0,15,,19,0.0,42,,15.0,17.0,5,2019-09-22 12:10:00
24483,1011,7,49,7.0,12,,18,0.0,49,,18.0,19.0,4,2019-09-22 12:10:00
24484,1011,824,207,20.0,13,17.0,17,0.0,61,7200189.0,58.0,1.0,1,2019-09-22 12:10:00
24485,1011,8,2,88.0,19,16.0,16,0.0,61,7160691.0,59.0,18.0,1,2019-09-22 12:10:00
24486,1011,825,4,26.0,14,15.0,15,0.0,61,7151845.0,57.0,3.0,1,2019-09-22 12:10:00
24487,1011,816,3,3.0,20,14.0,14,0.0,61,7151327.0,55.0,14.0,1,2019-09-22 12:10:00
24488,1011,831,0,55.0,7,12.0,12,0.0,61,7149641.0,41.0,15.0,1,2019-09-22 12:10:00
24489,1011,153,207,8.0,17,11.0,11,0.0,61,7149103.0,54.0,16.0,1,2019-09-22 12:10:00
24490,1011,19,5,5.0,3,1.0,1,25.0,61,7113667.0,57.0,5.0,1,2019-09-22 12:10:00
24491,1011,807,3,27.0,8,9.0,9,2.0,61,7130385.0,59.0,12.0,1,2019-09-22 12:10:00
24492,1011,452,4,10.0,11,8.0,8,4.0,61,7129214.0,58.0,13.0,1,2019-09-22 12:10:00
24493,1011,844,0,4.0,9,7.0,7,6.0,61,7128436.0,58.0,11.0,1,2019-09-22 12:10:00
24494,1011,846,8,23.0,6,6.0,6,8.0,61,7125330.0,59.0,9.0,1,2019-09-22 12:10:00
24495,1011,821,129,77.0,5,5.0,5,10.0,61,7119786.0,58.0,2.0,1,2019-09-22 12:10:00
24496,1011,0,129,44.0,2,4.0,4,12.0,61,7118275.0,58.0,7.0,1,2019-09-22 12:10:00
24497,1011,829,8,33.0,4,3.0,3,15.0,61,7117488.0,56.0,8.0,1,2019-09-22 12:10:00
24498,1011,842,5,16.0,1,2.0,2,18.0,61,7116308.0,59.0,4.0,1,2019-09-22 12:10:00
24499,1011,840,49,99.0,10,10.0,10,1.0,61,7141522.0,59.0,10.0,1,2019-09-22 12:10:00
24500,1012,7,49,7.0,15,13.0,13,0.0,53,5687902.0,51.0,13.0,1,2019-09-29 11:10:00
24501,1012,452,4,10.0,16,14.0,14,0.0,53,5689068.0,51.0,14.0,1,2019-09-29 11:10:00
24502,1012,840,49,99.0,12,15.0,15,0.0,53,5692338.0,51.0,16.0,1,2019-09-29 11:10:00
24503,1012,8,2,88.0,18,,16,0.0,28,,24.0,19.0,23,2019-09-29 11:10:00
24504,1012,825,4,26.0,19,12.0,12,0.0,53,5681488.0,52.0,9.0,1,2019-09-29 11:10:00
24505,1012,19,5,5.0,3,,18,0.0,26,,16.0,10.0,75,2019-09-29 11:10:00
24506,1012,816,3,3.0,10,,19,0.0,24,,22.0,17.0,4,2019-09-29 11:10:00
24507,1012,153,207,8.0,8,,20,0.0,0,,,0.0,4,2019-09-29 11:10:00
24508,1012,845,2,63.0,17,,17,0.0,27,,18.0,18.0,23,2019-09-29 11:10:00
24509,1012,839,208,18.0,14,11.0,11,0.0,53,5679813.0,53.0,15.0,1,2019-09-29 11:10:00
24510,1012,0,129,44.0,2,1.0,1,26.0,53,5618992.0,51.0,1.0,1,2019-09-29 11:10:00
24511,1012,824,207,20.0,13,9.0,9,2.0,53,5677771.0,53.0,8.0,1,2019-09-29 11:10:00
24512,1012,844,0,4.0,7,8.0,8,4.0,53,5676741.0,52.0,11.0,1,2019-09-29 11:10:00
24513,1012,814,208,11.0,11,7.0,7,6.0,53,5667720.0,49.0,7.0,1,2019-09-29 11:10:00
24514,1012,831,0,55.0,5,6.0,6,8.0,53,5664881.0,53.0,6.0,1,2019-09-29 11:10:00
24515,1012,846,8,23.0,0,5.0,5,10.0,53,5657340.0,50.0,4.0,1,2019-09-29 11:10:00
24516,1012,829,8,33.0,9,4.0,4,12.0,53,5633202.0,47.0,5.0,1,2019-09-29 11:10:00
24517,1012,842,5,16.0,1,3.0,3,15.0,53,5624204.0,52.0,2.0,1,2019-09-29 11:10:00
24518,1012,821,129,77.0,4,2.0,2,18.0,53,5622821.0,50.0,3.0,1,2019-09-29 11:10:00
24519,1012,807,3,27.0,6,10.0,10,1.0,53,5678833.0,53.0,12.0,1,2019-09-29 11:10:00
24520,1013,153,207,8.0,10,13.0,13,0.0,51,,18.0,16.0,11,2019-10-13 05:10:00
24521,1013,840,49,99.0,11,14.0,14,0.0,51,,51.0,6.0,11,2019-10-13 05:10:00
24522,1013,824,207,20.0,19,15.0,15,0.0,51,,49.0,3.0,11,2019-10-13 05:10:00
24523,1013,845,2,63.0,18,16.0,16,0.0,50,,27.0,18.0,12,2019-10-13 05:10:00
24524,1013,807,3,27.0,15,,20,0.0,51,,47.0,15.0,2,2019-10-13 05:10:00
24525,1013,829,8,33.0,5,,18,0.0,14,,10.0,20.0,23,2019-10-13 05:10:00
24526,1013,816,3,3.0,16,,19,0.0,51,,48.0,11.0,2,2019-10-13 05:10:00
24527,1013,7,49,7.0,13,12.0,12,0.0,51,,50.0,9.0,11,2019-10-13 05:10:00
24528,1013,8,2,88.0,0,17.0,17,0.0,50,,44.0,19.0,12,2019-10-13 05:10:00
24529,1013,844,0,4.0,8,11.0,11,0.0,51,,31.0,13.0,11,2019-10-13 05:10:00
24530,1013,821,129,77.0,3,1.0,1,25.0,52,4906755.0,49.0,4.0,1,2019-10-13 05:10:00
24531,1013,839,208,18.0,12,9.0,9,2.0,51,,26.0,14.0,11,2019-10-13 05:10:00
24532,1013,19,5,5.0,1,2.0,2,18.0,52,4920098.0,38.0,5.0,1,2019-10-13 05:10:00
24533,1013,0,129,44.0,4,3.0,3,16.0,52,4920613.0,45.0,1.0,1,2019-10-13 05:10:00
24534,1013,846,8,23.0,6,4.0,4,12.0,52,4966292.0,36.0,8.0,1,2019-10-13 05:10:00
24535,1013,825,4,26.0,14,10.0,10,1.0,51,,47.0,10.0,11,2019-10-13 05:10:00
24536,1013,842,5,16.0,2,6.0,6,8.0,51,,48.0,2.0,11,2019-10-13 05:10:00
24537,1013,452,4,10.0,9,7.0,7,6.0,51,,43.0,17.0,11,2019-10-13 05:10:00
24538,1013,814,208,11.0,17,8.0,8,4.0,51,,46.0,7.0,11,2019-10-13 05:10:00
24539,1013,831,0,55.0,7,5.0,5,10.0,52,4975856.0,46.0,12.0,1,2019-10-13 05:10:00
24540,1014,839,208,18.0,16,12.0,12,0.0,70,,68.0,15.0,11,2019-10-27 19:10:00
24541,1014,7,49,7.0,14,,19,0.0,58,,55.0,8.0,25,2019-10-27 19:10:00
24542,1014,8,2,88.0,20,18.0,18,0.0,69,,63.0,13.0,12,2019-10-27 19:10:00
24543,1014,153,207,8.0,18,17.0,17,0.0,69,,68.0,18.0,12,2019-10-27 19:10:00
24544,1014,845,2,63.0,19,16.0,16,0.0,69,,69.0,17.0,12,2019-10-27 19:10:00
24545,1014,824,207,20.0,17,15.0,15,0.0,69,,53.0,20.0,12,2019-10-27 19:10:00
24546,1014,840,49,99.0,15,14.0,14,0.0,70,,65.0,16.0,11,2019-10-27 19:10:00
24547,1014,831,0,55.0,7,13.0,13,0.0,70,,66.0,10.0,11,2019-10-27 19:10:00
24548,1014,844,0,4.0,8,,20,0.0,48,,46.0,19.0,54,2019-10-27 19:10:00
24549,1014,825,4,26.0,9,11.0,11,0.0,70,,48.0,7.0,11,2019-10-27 19:10:00
24550,1014,452,4,10.0,10,9.0,9,2.0,70,,53.0,6.0,11,2019-10-27 19:10:00
24551,1014,816,3,3.0,13,8.0,8,4.0,71,5883828.0,53.0,9.0,1,2019-10-27 19:10:00
24552,1014,814,208,11.0,11,7.0,7,6.0,71,5882723.0,70.0,12.0,1,2019-10-27 19:10:00
24553,1014,829,8,33.0,4,6.0,6,8.0,71,5877711.0,65.0,11.0,1,2019-10-27 19:10:00
24554,1014,846,8,23.0,5,5.0,5,10.0,71,5830303.0,48.0,2.0,1,2019-10-27 19:10:00
24555,1014,842,5,16.0,1,4.0,4,13.0,71,5815272.0,53.0,1.0,1,2019-10-27 19:10:00
24556,1014,821,129,77.0,6,3.0,3,15.0,71,5812457.0,66.0,5.0,1,2019-10-27 19:10:00
24557,1014,19,5,5.0,2,2.0,2,18.0,71,5810670.0,68.0,3.0,1,2019-10-27 19:10:00
24558,1014,0,129,44.0,3,1.0,1,25.0,71,5808904.0,66.0,4.0,1,2019-10-27 19:10:00
24559,1014,807,3,27.0,12,10.0,10,1.0,70,,59.0,14.0,11,2019-10-27 19:10:00
24560,1015,839,208,18.0,14,13.0,13,0.0,55,,42.0,13.0,11,2019-11-03 19:10:00
24561,1015,840,49,99.0,16,14.0,14,0.0,55,,41.0,10.0,11,2019-11-03 19:10:00
24562,1015,153,207,8.0,15,15.0,15,0.0,55,,52.0,18.0,11,2019-11-03 19:10:00
24563,1015,452,4,10.0,10,16.0,16,0.0,54,,31.0,16.0,22,2019-11-03 19:10:00
24564,1015,825,4,26.0,13,12.0,12,0.0,55,,41.0,8.0,11,2019-11-03 19:10:00
24565,1015,824,207,20.0,12,18.0,18,0.0,52,,42.0,12.0,23,2019-11-03 19:10:00
24566,1015,8,2,88.0,19,,19,0.0,31,,22.0,20.0,44,2019-11-03 19:10:00
24567,1015,19,5,5.0,2,,20,0.0,7,,6.0,19.0,22,2019-11-03 19:10:00
24568,1015,845,2,63.0,18,17.0,17,0.0,54,,54.0,17.0,12,2019-11-03 19:10:00
24569,1015,7,49,7.0,17,11.0,11,0.0,55,,46.0,9.0,11,2019-11-03 19:10:00
24570,1015,807,3,27.0,11,9.0,9,2.0,55,,47.0,6.0,11,2019-11-03 19:10:00
24571,1015,814,208,11.0,0,10.0,10,1.0,55,,34.0,11.0,11,2019-11-03 19:10:00
24572,1015,831,0,55.0,7,8.0,8,4.0,55,,44.0,15.0,11,2019-11-03 19:10:00
24573,1015,844,0,4.0,8,7.0,7,6.0,56,5726417.0,44.0,4.0,1,2019-11-03 19:10:00
24574,1015,816,3,3.0,9,6.0,6,8.0,56,5726019.0,28.0,14.0,1,2019-11-03 19:10:00
24575,1015,846,8,23.0,6,5.0,5,10.0,56,5713691.0,42.0,3.0,1,2019-11-03 19:10:00
24576,1015,842,5,16.0,4,4.0,4,13.0,56,5687892.0,44.0,1.0,1,2019-11-03 19:10:00
24577,1015,829,8,33.0,3,3.0,3,15.0,56,5640655.0,42.0,5.0,1,2019-11-03 19:10:00
24578,1015,0,129,44.0,5,2.0,2,18.0,56,5639801.0,26.0,7.0,1,2019-11-03 19:10:00
24579,1015,821,129,77.0,1,1.0,1,25.0,56,5635653.0,37.0,2.0,1,2019-11-03 19:10:00
24580,1016,153,207,8.0,7,13.0,13,0.0,71,5608925.0,29.0,18.0,1,2019-11-17 17:10:00
24581,1016,846,8,23.0,5,14.0,14,0.0,71,5609605.0,52.0,4.0,1,2019-11-17 17:10:00
24582,1016,807,3,27.0,13,15.0,15,0.0,71,5612737.0,64.0,13.0,1,2019-11-17 17:10:00
24583,1016,8,2,88.0,19,16.0,16,0.0,70,,63.0,20.0,11,2019-11-17 17:10:00
24584,1016,825,4,26.0,16,10.0,10,1.0,71,5606609.0,49.0,8.0,1,2019-11-17 17:10:00
24585,1016,842,5,16.0,14,18.0,18,0.0,65,,63.0,6.0,4,2019-11-17 17:10:00
24586,1016,839,208,18.0,17,19.0,19,0.0,65,,65.0,10.0,22,2019-11-17 17:10:00
24587,1016,821,129,77.0,4,,20,0.0,51,,43.0,1.0,131,2019-11-17 17:10:00
24588,1016,845,2,63.0,18,12.0,12,0.0,71,5608277.0,57.0,19.0,1,2019-11-17 17:10:00
24589,1016,19,5,5.0,2,17.0,17,0.0,65,,51.0,5.0,4,2019-11-17 17:10:00
24590,1016,824,207,20.0,9,11.0,11,0.0,71,5607410.0,65.0,17.0,1,2019-11-17 17:10:00
24591,1016,0,129,44.0,3,7.0,7,6.0,71,5605817.0,46.0,3.0,1,2019-11-17 17:10:00
24592,1016,814,208,11.0,15,9.0,9,2.0,71,5606207.0,64.0,12.0,1,2019-11-17 17:10:00
24593,1016,844,0,4.0,10,8.0,8,4.0,71,5605882.0,63.0,7.0,1,2019-11-17 17:10:00
24594,1016,816,3,3.0,11,6.0,6,8.0,71,5605219.0,44.0,11.0,1,2019-11-17 17:10:00
24595,1016,840,49,99.0,12,5.0,5,10.0,71,5604879.0,49.0,14.0,1,2019-11-17 17:10:00
24596,1016,7,49,7.0,8,4.0,4,12.0,71,5604130.0,65.0,15.0,1,2019-11-17 17:10:00
24597,1016,831,0,55.0,20,3.0,3,15.0,71,5603574.0,63.0,16.0,1,2019-11-17 17:10:00
24598,1016,452,4,10.0,6,2.0,2,18.0,71,5600755.0,65.0,9.0,1,2019-11-17 17:10:00
24599,1016,829,8,33.0,1,1.0,1,25.0,71,5594678.0,61.0,2.0,1,2019-11-17 17:10:00
24600,1017,824,207,20.0,14,14.0,14,0.0,54,,22.0,19.0,11,2019-12-01 13:10:00
