driverStandingsId,raceId,driverId,points,position,wins,date
30990,942,836,0.0,23,0,2016-06-19 13:00:00
30991,942,7,81.0,4,0,2016-06-19 13:00:00
30992,942,835,0.0,22,0,2016-06-19 13:00:00
30993,942,17,5.0,16,0,2016-06-19 13:00:00
30994,942,814,39.0,8,0,2016-06-19 13:00:00
30995,942,824,6.0,15,0,2016-06-19 13:00:00
30996,942,830,0.0,21,0,2016-06-19 13:00:00
30997,942,829,54.0,6,1,2016-06-19 13:00:00
30998,942,831,18.0,14,0,2016-06-19 13:00:00
30999,942,821,52.0,7,0,2016-06-19 13:00:00
31000,942,807,20.0,12,0,2016-06-19 13:00:00
31001,942,153,22.0,11,0,2016-06-19 13:00:00
31002,942,12,38.0,9,0,2016-06-19 13:00:00
31003,942,816,78.0,5,0,2016-06-19 13:00:00
31004,942,19,96.0,3,0,2016-06-19 13:00:00
31005,942,834,0.0,19,0,2016-06-19 13:00:00
31006,943,821,54.0,7,0,2016-07-03 12:00:00
31007,943,17,13.0,15,0,2016-07-03 12:00:00
31008,943,814,39.0,8,0,2016-07-03 12:00:00
31009,943,824,6.0,16,0,2016-07-03 12:00:00
31010,943,829,72.0,6,1,2016-07-03 12:00:00
31011,943,831,22.0,12,0,2016-07-03 12:00:00
31012,943,807,20.0,13,0,2016-07-03 12:00:00
31013,943,827,0.0,21,0,2016-07-03 12:00:00
31014,943,12,38.0,9,0,2016-07-03 12:00:00
31015,943,816,88.0,5,0,2016-07-03 12:00:00
31016,943,19,96.0,3,0,2016-07-03 12:00:00
31017,943,0,142.0,2,3,2016-07-03 12:00:00
31018,943,2,153.0,1,5,2016-07-03 12:00:00
31019,943,830,0.0,22,0,2016-07-03 12:00:00
31020,943,153,28.0,10,0,2016-07-03 12:00:00
31021,943,835,1.0,17,0,2016-07-03 12:00:00
31022,943,834,0.0,20,0,2016-07-03 12:00:00
31023,943,7,96.0,4,0,2016-07-03 12:00:00
31024,943,836,0.0,23,0,2016-07-03 12:00:00
31025,943,820,0.0,19,0,2016-07-03 12:00:00
31026,943,3,18.0,14,0,2016-07-03 12:00:00
31027,943,825,22.0,11,0,2016-07-03 12:00:00
31028,943,837,1.0,18,0,2016-07-03 12:00:00
31029,944,836,0.0,23,0,2016-07-10 12:00:00
31030,944,814,47.0,8,0,2016-07-10 12:00:00
31031,944,17,13.0,15,0,2016-07-10 12:00:00
31032,944,837,1.0,18,0,2016-07-10 12:00:00
31033,944,825,23.0,13,0,2016-07-10 12:00:00
31034,944,830,0.0,22,0,2016-07-10 12:00:00
31035,944,820,0.0,19,0,2016-07-10 12:00:00
31036,944,824,6.0,16,0,2016-07-10 12:00:00
31037,944,7,106.0,3,0,2016-07-10 12:00:00
31038,944,3,18.0,14,0,2016-07-10 12:00:00
31039,944,834,0.0,20,0,2016-07-10 12:00:00
31040,944,821,54.0,7,0,2016-07-10 12:00:00
31041,944,831,26.0,12,0,2016-07-10 12:00:00
31042,944,827,0.0,21,0,2016-07-10 12:00:00
31043,944,807,26.0,11,0,2016-07-10 12:00:00
31044,944,153,28.0,10,0,2016-07-10 12:00:00
31045,944,12,38.0,9,0,2016-07-10 12:00:00
31046,944,816,100.0,4,0,2016-07-10 12:00:00
31047,944,19,98.0,5,0,2016-07-10 12:00:00
31048,944,0,167.0,2,4,2016-07-10 12:00:00
31049,944,2,168.0,1,5,2016-07-10 12:00:00
31050,944,829,90.0,6,1,2016-07-10 12:00:00
31051,944,835,1.0,17,0,2016-07-10 12:00:00
31052,945,821,56.0,7,0,2016-07-24 12:00:00
31053,945,2,186.0,2,5,2016-07-24 12:00:00
31054,945,831,30.0,10,0,2016-07-24 12:00:00
31055,945,829,100.0,6,1,2016-07-24 12:00:00
31056,945,834,0.0,20,0,2016-07-24 12:00:00
31057,945,824,6.0,16,0,2016-07-24 12:00:00
31058,945,814,47.0,8,0,2016-07-24 12:00:00
31059,945,17,13.0,15,0,2016-07-24 12:00:00
31060,945,153,28.0,11,0,2016-07-24 12:00:00
31061,945,835,1.0,17,0,2016-07-24 12:00:00
31062,945,827,0.0,21,0,2016-07-24 12:00:00
31063,945,7,114.0,4,0,2016-07-24 12:00:00
31064,945,836,0.0,23,0,2016-07-24 12:00:00
31065,945,820,0.0,19,0,2016-07-24 12:00:00
31066,945,3,24.0,13,0,2016-07-24 12:00:00
31067,945,825,23.0,14,0,2016-07-24 12:00:00
31068,945,837,1.0,18,0,2016-07-24 12:00:00
31069,945,12,38.0,9,0,2016-07-24 12:00:00
31070,945,816,115.0,3,0,2016-07-24 12:00:00
31071,945,19,110.0,5,0,2016-07-24 12:00:00
31072,945,0,192.0,1,5,2016-07-24 12:00:00
31073,945,807,27.0,12,0,2016-07-24 12:00:00
31074,945,830,0.0,22,0,2016-07-24 12:00:00
31075,946,820,0.0,19,0,2016-07-31 12:00:00
31076,946,19,120.0,5,0,2016-07-31 12:00:00
31077,946,837,1.0,18,0,2016-07-31 12:00:00
31078,946,825,23.0,14,0,2016-07-31 12:00:00
31079,946,3,24.0,13,0,2016-07-31 12:00:00
31080,946,836,0.0,23,0,2016-07-31 12:00:00
31081,946,827,0.0,21,0,2016-07-31 12:00:00
31082,946,835,1.0,17,0,2016-07-31 12:00:00
31083,946,830,0.0,22,0,2016-07-31 12:00:00
31084,946,17,17.0,15,0,2016-07-31 12:00:00
31085,946,814,48.0,8,0,2016-07-31 12:00:00
31086,946,824,6.0,16,0,2016-07-31 12:00:00
31087,946,7,122.0,4,0,2016-07-31 12:00:00
31088,946,829,115.0,6,1,2016-07-31 12:00:00
31089,946,831,30.0,11,0,2016-07-31 12:00:00
31090,946,821,58.0,7,0,2016-07-31 12:00:00
31091,946,807,33.0,10,0,2016-07-31 12:00:00
31092,946,153,28.0,12,0,2016-07-31 12:00:00
31093,946,12,38.0,9,0,2016-07-31 12:00:00
31094,946,816,133.0,3,0,2016-07-31 12:00:00
31095,946,0,217.0,1,6,2016-07-31 12:00:00
31096,946,2,198.0,2,5,2016-07-31 12:00:00
31097,946,834,0.0,20,0,2016-07-31 12:00:00
31098,947,824,6.0,16,0,2016-08-28 12:00:00
31099,947,834,0.0,20,0,2016-08-28 12:00:00
31100,947,829,115.0,6,1,2016-08-28 12:00:00
31101,947,831,30.0,12,0,2016-08-28 12:00:00
31102,947,821,62.0,7,0,2016-08-28 12:00:00
31103,947,807,45.0,9,0,2016-08-28 12:00:00
31104,947,0,232.0,1,6,2016-08-28 12:00:00
31105,947,12,39.0,10,0,2016-08-28 12:00:00
31106,947,816,151.0,3,0,2016-08-28 12:00:00
31107,947,19,128.0,4,0,2016-08-28 12:00:00
31108,947,2,223.0,2,6,2016-08-28 12:00:00
31109,947,814,58.0,8,0,2016-08-28 12:00:00
31110,947,153,28.0,13,0,2016-08-28 12:00:00
31111,947,17,17.0,15,0,2016-08-28 12:00:00
31112,947,830,0.0,22,0,2016-08-28 12:00:00
31113,947,838,0.0,24,0,2016-08-28 12:00:00
31114,947,837,1.0,18,0,2016-08-28 12:00:00
31115,947,825,23.0,14,0,2016-08-28 12:00:00
31116,947,3,30.0,11,0,2016-08-28 12:00:00
31117,947,835,1.0,17,0,2016-08-28 12:00:00
31118,947,836,0.0,23,0,2016-08-28 12:00:00
31119,947,7,124.0,5,0,2016-08-28 12:00:00
31120,947,827,0.0,21,0,2016-08-28 12:00:00
31121,947,820,0.0,19,0,2016-08-28 12:00:00
31122,948,807,46.0,9,0,2016-09-04 12:00:00
31123,948,2,248.0,2,7,2016-09-04 12:00:00
31124,948,0,250.0,1,6,2016-09-04 12:00:00
31125,948,19,143.0,4,0,2016-09-04 12:00:00
31126,948,816,161.0,3,0,2016-09-04 12:00:00
31127,948,12,41.0,10,0,2016-09-04 12:00:00
31128,948,153,28.0,13,0,2016-09-04 12:00:00
31129,948,821,70.0,7,0,2016-09-04 12:00:00
31130,948,838,0.0,24,0,2016-09-04 12:00:00
31131,948,829,121.0,6,1,2016-09-04 12:00:00
31132,948,837,1.0,18,0,2016-09-04 12:00:00
31133,948,825,23.0,14,0,2016-09-04 12:00:00
31134,948,3,30.0,11,0,2016-09-04 12:00:00
31135,948,820,0.0,19,0,2016-09-04 12:00:00
31136,948,836,0.0,23,0,2016-09-04 12:00:00
31137,948,7,136.0,5,0,2016-09-04 12:00:00
31138,948,831,30.0,12,0,2016-09-04 12:00:00
31139,948,827,0.0,21,0,2016-09-04 12:00:00
31140,948,830,0.0,22,0,2016-09-04 12:00:00
31141,948,17,17.0,15,0,2016-09-04 12:00:00
31142,948,814,62.0,8,0,2016-09-04 12:00:00
31143,948,824,6.0,16,0,2016-09-04 12:00:00
31144,948,834,0.0,20,0,2016-09-04 12:00:00
31145,948,835,1.0,17,0,2016-09-04 12:00:00
31146,949,0,265.0,2,6,2016-09-18 12:00:00
31147,949,19,153.0,4,0,2016-09-18 12:00:00
31148,949,816,179.0,3,0,2016-09-18 12:00:00
31149,949,2,273.0,1,8,2016-09-18 12:00:00
31150,949,17,17.0,15,0,2016-09-18 12:00:00
31151,949,825,25.0,14,0,2016-09-18 12:00:00
31152,949,3,36.0,11,0,2016-09-18 12:00:00
31153,949,820,0.0,19,0,2016-09-18 12:00:00
31154,949,836,0.0,23,0,2016-09-18 12:00:00
31155,949,7,148.0,5,0,2016-09-18 12:00:00
31156,949,827,0.0,21,0,2016-09-18 12:00:00
31157,949,835,1.0,17,0,2016-09-18 12:00:00
31158,949,830,0.0,22,0,2016-09-18 12:00:00
31159,949,837,1.0,18,0,2016-09-18 12:00:00
31160,949,838,0.0,24,0,2016-09-18 12:00:00
31161,949,824,7.0,16,0,2016-09-18 12:00:00
31162,949,834,0.0,20,0,2016-09-18 12:00:00
31163,949,829,129.0,6,1,2016-09-18 12:00:00
31164,949,831,30.0,12,0,2016-09-18 12:00:00
31165,949,821,70.0,7,0,2016-09-18 12:00:00
31166,949,807,46.0,9,0,2016-09-18 12:00:00
31167,949,153,28.0,13,0,2016-09-18 12:00:00
31168,949,12,41.0,10,0,2016-09-18 12:00:00
31169,949,814,66.0,8,0,2016-09-18 12:00:00
31170,950,827,0.0,21,0,2016-10-02 07:00:00
31171,950,2,288.0,1,8,2016-10-02 07:00:00
31172,950,0,265.0,2,6,2016-10-02 07:00:00
31173,950,7,160.0,4,0,2016-10-02 07:00:00
31174,950,836,0.0,23,0,2016-10-02 07:00:00
31175,950,830,0.0,22,0,2016-10-02 07:00:00
31176,950,3,42.0,10,0,2016-10-02 07:00:00
31177,950,825,25.0,14,0,2016-10-02 07:00:00
31178,950,837,1.0,19,0,2016-10-02 07:00:00
31179,950,838,0.0,24,0,2016-10-02 07:00:00
31180,950,17,19.0,15,0,2016-10-02 07:00:00
31181,950,814,74.0,8,0,2016-10-02 07:00:00
31182,950,824,7.0,16,0,2016-10-02 07:00:00
31183,950,834,1.0,17,0,2016-10-02 07:00:00
31184,950,829,147.0,6,1,2016-10-02 07:00:00
31185,950,831,30.0,12,0,2016-10-02 07:00:00
31186,950,821,80.0,7,0,2016-10-02 07:00:00
31187,950,807,50.0,9,0,2016-10-02 07:00:00
31188,950,153,28.0,13,0,2016-10-02 07:00:00
31189,950,12,41.0,11,0,2016-10-02 07:00:00
31190,950,816,204.0,3,1,2016-10-02 07:00:00
31191,950,19,153.0,5,0,2016-10-02 07:00:00
31192,950,835,1.0,18,0,2016-10-02 07:00:00
31193,950,820,0.0,20,0,2016-10-02 07:00:00
31194,951,814,80.0,8,0,2016-10-09 05:00:00
31195,951,827,0.0,21,0,2016-10-09 05:00:00
31196,951,838,0.0,24,0,2016-10-09 05:00:00
31197,951,837,1.0,19,0,2016-10-09 05:00:00
31198,951,825,25.0,14,0,2016-10-09 05:00:00
31199,951,3,42.0,11,0,2016-10-09 05:00:00
31200,951,820,0.0,20,0,2016-10-09 05:00:00
31201,951,836,0.0,23,0,2016-10-09 05:00:00
31202,951,7,170.0,4,0,2016-10-09 05:00:00
31203,951,835,1.0,18,0,2016-10-09 05:00:00
31204,951,830,0.0,22,0,2016-10-09 05:00:00
31205,951,824,7.0,16,0,2016-10-09 05:00:00
31206,951,17,19.0,15,0,2016-10-09 05:00:00
31207,951,829,165.0,5,1,2016-10-09 05:00:00
31208,951,831,30.0,12,0,2016-10-09 05:00:00
31209,951,821,81.0,7,0,2016-10-09 05:00:00
31210,951,807,54.0,9,0,2016-10-09 05:00:00
31211,951,153,28.0,13,0,2016-10-09 05:00:00
31212,951,12,43.0,10,0,2016-10-09 05:00:00
31213,951,816,212.0,3,1,2016-10-09 05:00:00
31214,951,19,165.0,6,0,2016-10-09 05:00:00
31215,951,0,280.0,2,6,2016-10-09 05:00:00
31216,951,2,313.0,1,9,2016-10-09 05:00:00
31217,951,834,1.0,17,0,2016-10-09 05:00:00
31218,952,836,0.0,23,0,2016-10-23 19:00:00
31219,952,827,0.0,21,0,2016-10-23 19:00:00
31220,952,7,170.0,5,0,2016-10-23 19:00:00
31221,952,3,52.0,10,0,2016-10-23 19:00:00
31222,952,807,54.0,9,0,2016-10-23 19:00:00
31223,952,837,1.0,19,0,2016-10-23 19:00:00
31224,952,838,0.0,24,0,2016-10-23 19:00:00
31225,952,17,21.0,15,0,2016-10-23 19:00:00
31226,952,825,25.0,14,0,2016-10-23 19:00:00
31227,952,831,38.0,12,0,2016-10-23 19:00:00
31228,952,835,1.0,18,0,2016-10-23 19:00:00
31229,952,0,305.0,2,7,2016-10-23 19:00:00
31230,952,816,227.0,3,1,2016-10-23 19:00:00
31231,952,834,1.0,17,0,2016-10-23 19:00:00
31232,952,830,0.0,22,0,2016-10-23 19:00:00
31233,952,821,81.0,8,0,2016-10-23 19:00:00
31234,952,820,0.0,20,0,2016-10-23 19:00:00
31235,952,12,49.0,11,0,2016-10-23 19:00:00
31236,952,153,29.0,13,0,2016-10-23 19:00:00
31237,952,814,84.0,7,0,2016-10-23 19:00:00
31238,952,19,177.0,4,0,2016-10-23 19:00:00
31239,952,2,331.0,1,9,2016-10-23 19:00:00
31240,952,824,7.0,16,0,2016-10-23 19:00:00
31241,952,829,165.0,6,1,2016-10-23 19:00:00
31242,953,816,242.0,3,1,2016-10-30 19:00:00
31243,953,835,1.0,18,0,2016-10-30 19:00:00
31244,953,836,0.0,23,0,2016-10-30 19:00:00
31245,953,17,21.0,15,0,2016-10-30 19:00:00
31246,953,12,51.0,11,0,2016-10-30 19:00:00
31247,953,838,0.0,24,0,2016-10-30 19:00:00
31248,953,825,25.0,14,0,2016-10-30 19:00:00
31249,953,153,29.0,13,0,2016-10-30 19:00:00
31250,953,2,349.0,1,9,2016-10-30 19:00:00
31251,953,0,330.0,2,8,2016-10-30 19:00:00
31252,953,807,60.0,9,0,2016-10-30 19:00:00
31253,953,821,85.0,8,0,2016-10-30 19:00:00
31254,953,831,38.0,12,0,2016-10-30 19:00:00
31255,953,829,177.0,6,1,2016-10-30 19:00:00
31256,953,814,85.0,7,0,2016-10-30 19:00:00
31257,953,824,7.0,16,0,2016-10-30 19:00:00
31258,953,834,1.0,17,0,2016-10-30 19:00:00
31259,953,830,0.0,22,0,2016-10-30 19:00:00
31260,953,827,0.0,21,0,2016-10-30 19:00:00
31261,953,7,178.0,5,0,2016-10-30 19:00:00
31262,953,820,0.0,20,0,2016-10-30 19:00:00
31263,953,3,52.0,10,0,2016-10-30 19:00:00
31264,953,837,1.0,19,0,2016-10-30 19:00:00
31265,953,19,187.0,4,0,2016-10-30 19:00:00
31266,954,824,7.0,16,0,2016-11-13 16:00:00
31267,954,816,246.0,3,1,2016-11-13 16:00:00
31268,954,153,29.0,13,0,2016-11-13 16:00:00
31269,954,807,66.0,9,0,2016-11-13 16:00:00
31270,954,821,85.0,8,0,2016-11-13 16:00:00
31271,954,831,46.0,12,0,2016-11-13 16:00:00
31272,954,829,192.0,5,1,2016-11-13 16:00:00
31273,954,834,1.0,18,0,2016-11-13 16:00:00
31274,954,12,51.0,11,0,2016-11-13 16:00:00
31275,954,825,25.0,14,0,2016-11-13 16:00:00
31276,954,17,21.0,15,0,2016-11-13 16:00:00
31277,954,830,2.0,17,0,2016-11-13 16:00:00
31278,954,835,1.0,19,0,2016-11-13 16:00:00
31279,954,827,0.0,22,0,2016-11-13 16:00:00
31280,954,7,178.0,6,0,2016-11-13 16:00:00
31281,954,836,0.0,24,0,2016-11-13 16:00:00
31282,954,814,97.0,7,0,2016-11-13 16:00:00
31283,954,820,0.0,21,0,2016-11-13 16:00:00
31284,954,3,53.0,10,0,2016-11-13 16:00:00
31285,954,0,355.0,2,9,2016-11-13 16:00:00
31286,954,19,197.0,4,0,2016-11-13 16:00:00
31287,954,837,1.0,20,0,2016-11-13 16:00:00
31288,954,838,0.0,23,0,2016-11-13 16:00:00
31289,954,2,367.0,1,9,2016-11-13 16:00:00
31290,955,834,1.0,18,0,2016-11-27 13:00:00
31291,955,829,204.0,5,1,2016-11-27 13:00:00
31292,955,831,46.0,12,0,2016-11-27 13:00:00
31293,955,821,85.0,8,0,2016-11-27 13:00:00
31294,955,807,72.0,9,0,2016-11-27 13:00:00
31295,955,12,53.0,11,0,2016-11-27 13:00:00
31296,955,816,256.0,3,1,2016-11-27 13:00:00
31297,955,19,212.0,4,0,2016-11-27 13:00:00
31298,955,0,380.0,2,10,2016-11-27 13:00:00
31299,955,2,385.0,1,9,2016-11-27 13:00:00
31300,955,153,29.0,13,0,2016-11-27 13:00:00
31301,955,17,21.0,15,0,2016-11-27 13:00:00
31302,955,814,101.0,7,0,2016-11-27 13:00:00
31303,955,838,0.0,23,0,2016-11-27 13:00:00
31304,955,837,1.0,20,0,2016-11-27 13:00:00
31305,955,825,25.0,14,0,2016-11-27 13:00:00
31306,955,3,54.0,10,0,2016-11-27 13:00:00
31307,955,820,0.0,21,0,2016-11-27 13:00:00
31308,955,836,0.0,24,0,2016-11-27 13:00:00
31309,955,7,186.0,6,0,2016-11-27 13:00:00
31310,955,827,0.0,22,0,2016-11-27 13:00:00
31311,955,835,1.0,19,0,2016-11-27 13:00:00
31312,955,830,2.0,17,0,2016-11-27 13:00:00
31313,955,824,7.0,16,0,2016-11-27 13:00:00
31314,956,829,10.0,5,0,2017-03-26 05:00:00
31315,956,7,12.0,4,0,2017-03-26 05:00:00
31316,956,821,15.0,3,0,2017-03-26 05:00:00
31317,956,0,18.0,2,0,2017-03-26 05:00:00
31318,956,19,25.0,1,1,2017-03-26 05:00:00
31319,956,825,2.0,9,0,2017-03-26 05:00:00
31320,956,12,8.0,6,0,2017-03-26 05:00:00
31321,956,153,0.0,20,0,2017-03-26 05:00:00
31322,956,831,4.0,8,0,2017-03-26 05:00:00
31323,956,834,0.0,19,0,2017-03-26 05:00:00
31324,956,838,1.0,10,0,2017-03-26 05:00:00
31325,956,816,0.0,17,0,2017-03-26 05:00:00
31326,956,827,0.0,18,0,2017-03-26 05:00:00
31327,956,824,0.0,15,0,2017-03-26 05:00:00
31328,956,3,0.0,14,0,2017-03-26 05:00:00
31329,956,837,0.0,13,0,2017-03-26 05:00:00
31330,956,840,0.0,12,0,2017-03-26 05:00:00
31331,956,807,0.0,11,0,2017-03-26 05:00:00
31332,956,814,6.0,7,0,2017-03-26 05:00:00
31333,956,839,0.0,16,0,2017-03-26 05:00:00
31334,957,19,43.0,1,1,2017-04-09 06:00:00
31335,957,0,43.0,2,1,2017-04-09 06:00:00
31336,957,821,23.0,4,0,2017-04-09 06:00:00
31337,957,829,25.0,3,0,2017-04-09 06:00:00
31338,957,7,22.0,5,0,2017-04-09 06:00:00
31339,957,831,10.0,7,0,2017-04-09 06:00:00
31340,957,825,2.0,11,0,2017-04-09 06:00:00
31341,957,838,2.0,12,0,2017-04-09 06:00:00
31342,957,807,0.0,13,0,2017-04-09 06:00:00
31343,957,840,0.0,15,0,2017-04-09 06:00:00
31344,957,837,0.0,16,0,2017-04-09 06:00:00
31345,957,3,0.0,19,0,2017-04-09 06:00:00
31346,957,824,4.0,10,0,2017-04-09 06:00:00
31347,957,839,0.0,20,0,2017-04-09 06:00:00
31348,957,816,12.0,6,0,2017-04-09 06:00:00
31349,957,827,0.0,18,0,2017-04-09 06:00:00
31350,957,834,0.0,17,0,2017-04-09 06:00:00
31351,957,153,0.0,14,0,2017-04-09 06:00:00
31352,957,12,8.0,8,0,2017-04-09 06:00:00
31353,957,814,8.0,9,0,2017-04-09 06:00:00
31354,958,829,25.0,5,0,2017-04-16 15:00:00
31355,958,814,14.0,8,0,2017-04-16 15:00:00
31356,958,19,68.0,1,2,2017-04-16 15:00:00
31357,958,0,61.0,2,1,2017-04-16 15:00:00
31358,958,12,16.0,7,0,2017-04-16 15:00:00
31359,958,821,38.0,3,0,2017-04-16 15:00:00
31360,958,7,34.0,4,0,2017-04-16 15:00:00
31361,958,825,2.0,14,0,2017-04-16 15:00:00
31362,958,807,2.0,13,0,2017-04-16 15:00:00
31363,958,840,0.0,16,0,2017-04-16 15:00:00
31364,958,837,0.0,18,0,2017-04-16 15:00:00
31365,958,3,0.0,19,0,2017-04-16 15:00:00
31366,958,824,4.0,11,0,2017-04-16 15:00:00
31367,958,839,0.0,21,0,2017-04-16 15:00:00
31368,958,816,22.0,6,0,2017-04-16 15:00:00
31369,958,827,0.0,20,0,2017-04-16 15:00:00
31370,958,834,0.0,17,0,2017-04-16 15:00:00
31371,958,153,4.0,10,0,2017-04-16 15:00:00
31372,958,835,0.0,15,0,2017-04-16 15:00:00
31373,958,831,10.0,9,0,2017-04-16 15:00:00
31374,958,838,3.0,12,0,2017-04-16 15:00:00
31375,959,807,6.0,11,0,2017-04-30 12:00:00
31376,959,835,0.0,15,0,2017-04-30 12:00:00
31377,959,153,4.0,12,0,2017-04-30 12:00:00
31378,959,834,0.0,18,0,2017-04-30 12:00:00
31379,959,827,0.0,21,0,2017-04-30 12:00:00
31380,959,816,22.0,6,0,2017-04-30 12:00:00
31381,959,839,0.0,16,0,2017-04-30 12:00:00
31382,959,824,4.0,13,0,2017-04-30 12:00:00
31383,959,840,0.0,17,0,2017-04-30 12:00:00
31384,959,3,0.0,20,0,2017-04-30 12:00:00
31385,959,12,18.0,8,0,2017-04-30 12:00:00
31386,959,0,73.0,2,1,2017-04-30 12:00:00
31387,959,821,63.0,3,1,2017-04-30 12:00:00
31388,959,7,49.0,4,0,2017-04-30 12:00:00
31389,959,829,35.0,5,0,2017-04-30 12:00:00
31390,959,837,0.0,19,0,2017-04-30 12:00:00
31391,959,814,22.0,7,0,2017-04-30 12:00:00
31392,959,831,11.0,9,0,2017-04-30 12:00:00
31393,959,825,2.0,14,0,2017-04-30 12:00:00
31394,959,838,9.0,10,0,2017-04-30 12:00:00
31395,959,19,86.0,1,2,2017-04-30 12:00:00
31396,960,12,18.0,9,0,2017-05-14 12:00:00
31397,960,19,104.0,1,2,2017-05-14 12:00:00
31398,960,0,98.0,2,2,2017-05-14 12:00:00
31399,960,829,35.0,6,0,2017-05-14 12:00:00
31400,960,814,34.0,7,0,2017-05-14 12:00:00
31401,960,7,49.0,4,0,2017-05-14 12:00:00
31402,960,835,4.0,13,0,2017-05-14 12:00:00
31403,960,153,5.0,12,0,2017-05-14 12:00:00
31404,960,834,0.0,20,0,2017-05-14 12:00:00
31405,960,827,0.0,16,0,2017-05-14 12:00:00
31406,960,816,37.0,5,0,2017-05-14 12:00:00
31407,960,824,4.0,14,0,2017-05-14 12:00:00
31408,960,839,0.0,17,0,2017-05-14 12:00:00
31409,960,837,0.0,21,0,2017-05-14 12:00:00
31410,960,840,0.0,19,0,2017-05-14 12:00:00
31411,960,807,14.0,11,0,2017-05-14 12:00:00
31412,960,838,19.0,8,0,2017-05-14 12:00:00
31413,960,825,4.0,15,0,2017-05-14 12:00:00
31414,960,831,17.0,10,0,2017-05-14 12:00:00
31415,960,3,0.0,18,0,2017-05-14 12:00:00
31416,960,821,63.0,3,1,2017-05-14 12:00:00
31417,961,821,75.0,3,1,2017-05-28 12:00:00
31418,961,19,129.0,1,3,2017-05-28 12:00:00
31419,961,0,104.0,2,2,2017-05-28 12:00:00
31420,961,17,0.0,22,0,2017-05-28 12:00:00
31421,961,12,20.0,9,0,2017-05-28 12:00:00
31422,961,835,4.0,14,0,2017-05-28 12:00:00
31423,961,153,9.0,12,0,2017-05-28 12:00:00
31424,961,834,0.0,16,0,2017-05-28 12:00:00
31425,961,827,0.0,17,0,2017-05-28 12:00:00
31426,961,816,52.0,5,0,2017-05-28 12:00:00
31427,961,839,0.0,18,0,2017-05-28 12:00:00
31428,961,824,5.0,13,0,2017-05-28 12:00:00
31429,961,3,0.0,19,0,2017-05-28 12:00:00
31430,961,837,0.0,21,0,2017-05-28 12:00:00
31431,961,840,0.0,20,0,2017-05-28 12:00:00
31432,961,807,14.0,11,0,2017-05-28 12:00:00
31433,961,838,19.0,10,0,2017-05-28 12:00:00
31434,961,825,4.0,15,0,2017-05-28 12:00:00
31435,961,831,25.0,8,0,2017-05-28 12:00:00
31436,961,814,34.0,7,0,2017-05-28 12:00:00
31437,961,829,45.0,6,0,2017-05-28 12:00:00
31438,961,7,67.0,4,0,2017-05-28 12:00:00
31439,962,3,0.0,19,0,2017-06-11 18:00:00
31440,962,839,2.0,16,0,2017-06-11 18:00:00
31441,962,17,0.0,22,0,2017-06-11 18:00:00
31442,962,835,4.0,14,0,2017-06-11 18:00:00
31443,962,153,10.0,12,0,2017-06-11 18:00:00
31444,962,834,0.0,17,0,2017-06-11 18:00:00
31445,962,827,0.0,18,0,2017-06-11 18:00:00
31446,962,816,67.0,5,0,2017-06-11 18:00:00
31447,962,824,5.0,13,0,2017-06-11 18:00:00
31448,962,837,0.0,21,0,2017-06-11 18:00:00
31449,962,807,18.0,11,0,2017-06-11 18:00:00
31450,962,840,0.0,20,0,2017-06-11 18:00:00
31451,962,825,4.0,15,0,2017-06-11 18:00:00
31452,962,831,25.0,9,0,2017-06-11 18:00:00
31453,962,814,44.0,7,0,2017-06-11 18:00:00
31454,962,12,20.0,10,0,2017-06-11 18:00:00
31455,962,829,45.0,6,0,2017-06-11 18:00:00
31456,962,7,73.0,4,0,2017-06-11 18:00:00
31457,962,821,93.0,3,1,2017-06-11 18:00:00
31458,962,0,129.0,2,3,2017-06-11 18:00:00
31459,962,19,141.0,1,3,2017-06-11 18:00:00
31460,962,838,27.0,8,0,2017-06-11 18:00:00
31461,963,12,20.0,10,0,2017-06-25 13:00:00
31462,963,831,29.0,9,0,2017-06-25 13:00:00
31463,963,814,44.0,7,0,2017-06-25 13:00:00
31464,963,829,45.0,6,0,2017-06-25 13:00:00
31465,963,835,5.0,15,0,2017-06-25 13:00:00
31466,963,821,111.0,3,1,2017-06-25 13:00:00
31467,963,0,139.0,2,3,2017-06-25 13:00:00
31468,963,19,153.0,1,3,2017-06-25 13:00:00
31469,963,825,4.0,16,0,2017-06-25 13:00:00
31470,963,7,73.0,5,0,2017-06-25 13:00:00
31471,963,153,10.0,14,0,2017-06-25 13:00:00
31472,963,838,35.0,8,0,2017-06-25 13:00:00
31473,963,840,0.0,21,0,2017-06-25 13:00:00
31474,963,17,0.0,22,0,2017-06-25 13:00:00
31475,963,807,18.0,11,0,2017-06-25 13:00:00
31476,963,834,0.0,18,0,2017-06-25 13:00:00
31477,963,827,0.0,19,0,2017-06-25 13:00:00
31478,963,837,0.0,20,0,2017-06-25 13:00:00
31479,963,839,17.0,12,0,2017-06-25 13:00:00
31480,963,3,2.0,17,0,2017-06-25 13:00:00
31481,963,824,11.0,13,0,2017-06-25 13:00:00
31482,963,816,92.0,4,1,2017-06-25 13:00:00
31483,964,19,171.0,1,3,2017-07-09 12:00:00
31484,964,0,151.0,2,3,2017-07-09 12:00:00
31485,964,821,136.0,3,2,2017-07-09 12:00:00
31486,964,7,83.0,5,0,2017-07-09 12:00:00
31487,964,829,45.0,7,0,2017-07-09 12:00:00
31488,964,12,22.0,10,0,2017-07-09 12:00:00
