qualifyId,raceId,driverId,constructorId,number,position,date
6957,948,0,129,44,1,2016-09-03 12:00:00
6958,948,7,5,7,4,2016-09-03 12:00:00
6959,948,821,2,77,5,2016-09-03 12:00:00
6960,948,816,8,3,6,2016-09-03 12:00:00
6961,948,153,207,8,12,2016-09-03 12:00:00
6962,948,814,9,11,8,2016-09-03 12:00:00
6963,948,807,9,27,9,2016-09-03 12:00:00
6964,948,820,207,21,10,2016-09-03 12:00:00
6965,948,12,2,19,11,2016-09-03 12:00:00
6966,948,829,8,33,7,2016-09-03 12:00:00
6967,949,820,207,21,14,2016-09-17 12:00:00
6968,949,19,5,5,22,2016-09-17 12:00:00
6969,949,838,206,31,21,2016-09-17 12:00:00
6970,949,835,206,94,20,2016-09-17 12:00:00
6971,949,834,3,30,19,2016-09-17 12:00:00
6972,949,830,14,12,18,2016-09-17 12:00:00
6973,949,824,3,20,17,2016-09-17 12:00:00
6974,949,827,14,9,16,2016-09-17 12:00:00
6975,949,153,207,8,15,2016-09-17 12:00:00
6976,949,17,0,22,13,2016-09-17 12:00:00
6977,949,814,9,11,10,2016-09-17 12:00:00
6978,949,821,2,77,11,2016-09-17 12:00:00
6979,949,3,0,14,9,2016-09-17 12:00:00
6980,949,807,9,27,8,2016-09-17 12:00:00
6981,949,825,4,26,7,2016-09-17 12:00:00
6982,949,831,4,55,6,2016-09-17 12:00:00
6983,949,7,5,7,5,2016-09-17 12:00:00
6984,949,829,8,33,4,2016-09-17 12:00:00
6985,949,0,129,44,3,2016-09-17 12:00:00
6986,949,816,8,3,2,2016-09-17 12:00:00
6987,949,2,129,6,1,2016-09-17 12:00:00
6988,949,12,2,19,12,2016-09-17 12:00:00
6989,950,827,14,9,17,2016-10-01 07:00:00
6990,950,831,4,55,16,2016-10-01 07:00:00
6991,950,830,14,12,18,2016-10-01 07:00:00
6992,950,825,4,26,15,2016-10-01 07:00:00
6993,950,838,206,31,20,2016-10-01 07:00:00
6994,950,835,206,94,21,2016-10-01 07:00:00
6995,950,3,0,14,22,2016-10-01 07:00:00
6996,950,834,3,30,19,2016-10-01 07:00:00
6997,950,824,3,20,14,2016-10-01 07:00:00
6998,950,2,129,6,2,2016-10-01 07:00:00
6999,950,153,207,8,12,2016-10-01 07:00:00
7000,950,820,207,21,13,2016-10-01 07:00:00
7001,950,829,8,33,3,2016-10-01 07:00:00
7002,950,816,8,3,4,2016-10-01 07:00:00
7003,950,19,5,5,5,2016-10-01 07:00:00
7004,950,7,5,7,6,2016-10-01 07:00:00
7005,950,0,129,44,1,2016-10-01 07:00:00
7006,950,807,9,27,8,2016-10-01 07:00:00
7007,950,17,0,22,9,2016-10-01 07:00:00
7008,950,12,2,19,10,2016-10-01 07:00:00
7009,950,821,2,77,11,2016-10-01 07:00:00
7010,950,814,9,11,7,2016-10-01 07:00:00
7011,951,3,0,14,15,2016-10-08 05:00:00
7012,951,835,206,94,22,2016-10-08 05:00:00
7013,951,838,206,31,21,2016-10-08 05:00:00
7014,951,830,14,12,20,2016-10-08 05:00:00
7015,951,827,14,9,19,2016-10-08 05:00:00
7016,951,824,3,20,18,2016-10-08 05:00:00
7017,951,17,0,22,17,2016-10-08 05:00:00
7018,951,834,3,30,16,2016-10-08 05:00:00
7019,951,831,4,55,14,2016-10-08 05:00:00
7020,951,825,4,26,13,2016-10-08 05:00:00
7021,951,12,2,19,12,2016-10-08 05:00:00
7022,951,2,129,6,1,2016-10-08 05:00:00
7023,951,7,5,7,3,2016-10-08 05:00:00
7024,951,19,5,5,4,2016-10-08 05:00:00
7025,951,829,8,33,5,2016-10-08 05:00:00
7026,951,816,8,3,6,2016-10-08 05:00:00
7027,951,0,129,44,2,2016-10-08 05:00:00
7028,951,153,207,8,8,2016-10-08 05:00:00
7029,951,807,9,27,9,2016-10-08 05:00:00
7030,951,820,207,21,10,2016-10-08 05:00:00
7031,951,821,2,77,11,2016-10-08 05:00:00
7032,951,814,9,11,7,2016-10-08 05:00:00
7033,952,834,3,30,15,2016-10-22 19:00:00
7034,952,838,206,31,22,2016-10-22 19:00:00
7035,952,830,14,12,21,2016-10-22 19:00:00
7036,952,835,206,94,20,2016-10-22 19:00:00
7037,952,17,0,22,19,2016-10-22 19:00:00
7038,952,824,3,20,18,2016-10-22 19:00:00
7039,952,153,207,8,17,2016-10-22 19:00:00
7040,952,827,14,9,16,2016-10-22 19:00:00
7041,952,820,207,21,14,2016-10-22 19:00:00
7042,952,0,129,44,1,2016-10-22 19:00:00
7043,952,3,0,14,12,2016-10-22 19:00:00
7044,952,2,129,6,2,2016-10-22 19:00:00
7045,952,825,4,26,13,2016-10-22 19:00:00
7046,952,829,8,33,4,2016-10-22 19:00:00
7047,952,7,5,7,5,2016-10-22 19:00:00
7048,952,19,5,5,6,2016-10-22 19:00:00
7049,952,816,8,3,3,2016-10-22 19:00:00
7050,952,821,2,77,8,2016-10-22 19:00:00
7051,952,12,2,19,9,2016-10-22 19:00:00
7052,952,831,4,55,10,2016-10-22 19:00:00
7053,952,814,9,11,11,2016-10-22 19:00:00
7054,952,807,9,27,7,2016-10-22 19:00:00
7055,953,153,207,8,21,2016-10-29 19:00:00
7056,953,838,206,31,20,2016-10-29 19:00:00
7057,953,830,14,12,19,2016-10-29 19:00:00
7058,953,825,4,26,18,2016-10-29 19:00:00
7059,953,820,207,21,17,2016-10-29 19:00:00
7060,953,827,14,9,15,2016-10-29 19:00:00
7061,953,824,3,20,14,2016-10-29 19:00:00
7062,953,814,9,11,12,2016-10-29 19:00:00
7063,953,835,206,94,16,2016-10-29 19:00:00
7064,953,831,4,55,10,2016-10-29 19:00:00
7065,953,0,129,44,1,2016-10-29 19:00:00
7066,953,3,0,14,11,2016-10-29 19:00:00
7067,953,2,129,6,2,2016-10-29 19:00:00
7068,953,829,8,33,3,2016-10-29 19:00:00
7069,953,816,8,3,4,2016-10-29 19:00:00
7070,953,17,0,22,13,2016-10-29 19:00:00
7071,953,7,5,7,6,2016-10-29 19:00:00
7072,953,19,5,5,7,2016-10-29 19:00:00
7073,953,821,2,77,8,2016-10-29 19:00:00
7074,953,807,9,27,5,2016-10-29 19:00:00
7075,953,12,2,19,9,2016-10-29 19:00:00
7076,954,830,14,12,22,2016-11-12 16:00:00
7077,954,827,14,9,21,2016-11-12 16:00:00
7078,954,838,206,31,20,2016-11-12 16:00:00
7079,954,835,206,94,19,2016-11-12 16:00:00
7080,954,824,3,20,18,2016-11-12 16:00:00
7081,954,17,0,22,17,2016-11-12 16:00:00
7082,954,831,4,55,15,2016-11-12 16:00:00
7083,954,825,4,26,14,2016-11-12 16:00:00
7084,954,12,2,19,13,2016-11-12 16:00:00
7085,954,834,3,30,16,2016-11-12 16:00:00
7086,954,821,2,77,11,2016-11-12 16:00:00
7087,954,0,129,44,1,2016-11-12 16:00:00
7088,954,820,207,21,12,2016-11-12 16:00:00
7089,954,7,5,7,3,2016-11-12 16:00:00
7090,954,829,8,33,4,2016-11-12 16:00:00
7091,954,19,5,5,5,2016-11-12 16:00:00
7092,954,2,129,6,2,2016-11-12 16:00:00
7093,954,153,207,8,7,2016-11-12 16:00:00
7094,954,807,9,27,8,2016-11-12 16:00:00
7095,954,814,9,11,9,2016-11-12 16:00:00
7096,954,3,0,14,10,2016-11-12 16:00:00
7097,954,816,8,3,6,2016-11-12 16:00:00
7098,955,153,207,8,14,2016-11-26 13:00:00
7099,955,827,14,9,22,2016-11-26 13:00:00
7100,955,831,4,55,21,2016-11-26 13:00:00
7101,955,838,206,31,20,2016-11-26 13:00:00
7102,955,830,14,12,19,2016-11-26 13:00:00
7103,955,824,3,20,18,2016-11-26 13:00:00
7104,955,825,4,26,17,2016-11-26 13:00:00
7105,955,835,206,94,16,2016-11-26 13:00:00
7106,955,820,207,21,13,2016-11-26 13:00:00
7107,955,834,3,30,15,2016-11-26 13:00:00
7108,955,821,2,77,11,2016-11-26 13:00:00
7109,955,816,8,3,3,2016-11-26 13:00:00
7110,955,7,5,7,4,2016-11-26 13:00:00
7111,955,19,5,5,5,2016-11-26 13:00:00
7112,955,829,8,33,6,2016-11-26 13:00:00
7113,955,2,129,6,2,2016-11-26 13:00:00
7114,955,814,9,11,8,2016-11-26 13:00:00
7115,955,3,0,14,9,2016-11-26 13:00:00
7116,955,12,2,19,10,2016-11-26 13:00:00
7117,955,0,129,44,1,2016-11-26 13:00:00
7118,955,807,9,27,7,2016-11-26 13:00:00
7119,955,17,0,22,12,2016-11-26 13:00:00
7120,956,3,0,14,13,2017-03-25 05:00:00
7121,956,834,3,30,20,2017-03-25 05:00:00
7122,956,839,2,18,19,2017-03-25 05:00:00
7123,956,837,0,2,18,2017-03-25 05:00:00
7124,956,824,207,20,17,2017-03-25 05:00:00
7125,956,840,14,36,16,2017-03-25 05:00:00
7126,956,827,14,9,15,2017-03-25 05:00:00
7127,956,838,9,31,14,2017-03-25 05:00:00
7128,956,814,9,11,11,2017-03-25 05:00:00
7129,956,816,8,3,10,2017-03-25 05:00:00
7130,956,807,3,27,12,2017-03-25 05:00:00
7131,956,19,5,5,2,2017-03-25 05:00:00
7132,956,821,129,77,3,2017-03-25 05:00:00
7133,956,7,5,7,4,2017-03-25 05:00:00
7134,956,0,129,44,1,2017-03-25 05:00:00
7135,956,153,207,8,6,2017-03-25 05:00:00
7136,956,12,2,19,7,2017-03-25 05:00:00
7137,956,831,4,55,8,2017-03-25 05:00:00
7138,956,825,4,26,9,2017-03-25 05:00:00
7139,956,829,8,33,5,2017-03-25 05:00:00
7140,957,827,14,9,14,2017-04-08 06:00:00
7141,957,838,9,31,20,2017-04-08 06:00:00
7142,957,829,8,33,19,2017-04-08 06:00:00
7143,957,834,3,30,18,2017-04-08 06:00:00
7144,957,153,207,8,17,2017-04-08 06:00:00
7145,957,837,0,2,16,2017-04-08 06:00:00
7146,957,840,14,36,15,2017-04-08 06:00:00
7147,957,3,0,14,13,2017-04-08 06:00:00
7148,957,821,129,77,3,2017-04-08 06:00:00
7149,957,831,4,55,11,2017-04-08 06:00:00
7150,957,0,129,44,1,2017-04-08 06:00:00
7151,957,19,5,5,2,2017-04-08 06:00:00
7152,957,7,5,7,4,2017-04-08 06:00:00
7153,957,816,8,3,5,2017-04-08 06:00:00
7154,957,824,207,20,12,2017-04-08 06:00:00
7155,957,807,3,27,7,2017-04-08 06:00:00
7156,957,814,9,11,8,2017-04-08 06:00:00
7157,957,825,4,26,9,2017-04-08 06:00:00
7158,957,839,2,18,10,2017-04-08 06:00:00
7159,957,12,2,19,6,2017-04-08 06:00:00
7160,958,838,9,31,14,2017-04-15 15:00:00
7161,958,824,207,20,20,2017-04-15 15:00:00
7162,958,827,14,9,19,2017-04-15 15:00:00
7163,958,814,9,11,18,2017-04-15 15:00:00
7164,958,837,0,2,17,2017-04-15 15:00:00
7165,958,831,4,55,16,2017-04-15 15:00:00
7166,958,3,0,14,15,2017-04-15 15:00:00
7167,958,835,14,94,13,2017-04-15 15:00:00
7168,958,839,2,18,12,2017-04-15 15:00:00
7169,958,825,4,26,11,2017-04-15 15:00:00
7170,958,821,129,77,1,2017-04-15 15:00:00
7171,958,19,5,5,3,2017-04-15 15:00:00
7172,958,816,8,3,4,2017-04-15 15:00:00
7173,958,7,5,7,5,2017-04-15 15:00:00
7174,958,0,129,44,2,2017-04-15 15:00:00
7175,958,807,3,27,7,2017-04-15 15:00:00
7176,958,12,2,19,8,2017-04-15 15:00:00
7177,958,153,207,8,9,2017-04-15 15:00:00
7178,958,834,3,30,10,2017-04-15 15:00:00
7179,958,829,8,33,6,2017-04-15 15:00:00
7180,959,824,207,20,14,2017-04-29 12:00:00
7181,959,153,207,8,20,2017-04-29 12:00:00
7182,959,827,14,9,19,2017-04-29 12:00:00
7183,959,835,14,94,18,2017-04-29 12:00:00
7184,959,837,0,2,17,2017-04-29 12:00:00
7185,959,834,3,30,16,2017-04-29 12:00:00
7186,959,3,0,14,15,2017-04-29 12:00:00
7187,959,825,4,26,13,2017-04-29 12:00:00
7188,959,7,5,7,2,2017-04-29 12:00:00
7189,959,831,4,55,11,2017-04-29 12:00:00
7190,959,19,5,5,1,2017-04-29 12:00:00
7191,959,839,2,18,12,2017-04-29 12:00:00
7192,959,0,129,44,4,2017-04-29 12:00:00
7193,959,816,8,3,5,2017-04-29 12:00:00
7194,959,821,129,77,3,2017-04-29 12:00:00
7195,959,829,8,33,7,2017-04-29 12:00:00
7196,959,807,3,27,8,2017-04-29 12:00:00
7197,959,814,9,11,9,2017-04-29 12:00:00
7198,959,838,9,31,10,2017-04-29 12:00:00
7199,959,12,2,19,6,2017-04-29 12:00:00
7200,960,807,3,27,13,2017-05-13 12:00:00
7201,960,825,4,26,20,2017-05-13 12:00:00
7202,960,839,2,18,18,2017-05-13 12:00:00
7203,960,834,3,30,17,2017-05-13 12:00:00
7204,960,827,14,9,16,2017-05-13 12:00:00
7205,960,835,14,94,15,2017-05-13 12:00:00
7206,960,153,207,8,14,2017-05-13 12:00:00
7207,960,831,4,55,12,2017-05-13 12:00:00
7208,960,837,0,2,19,2017-05-13 12:00:00
7209,960,838,9,31,10,2017-05-13 12:00:00
7210,960,19,5,5,2,2017-05-13 12:00:00
7211,960,824,207,20,11,2017-05-13 12:00:00
7212,960,821,129,77,3,2017-05-13 12:00:00
7213,960,7,5,7,4,2017-05-13 12:00:00
7214,960,0,129,44,1,2017-05-13 12:00:00
7215,960,816,8,3,6,2017-05-13 12:00:00
7216,960,3,0,14,7,2017-05-13 12:00:00
7217,960,814,9,11,8,2017-05-13 12:00:00
7218,960,12,2,19,9,2017-05-13 12:00:00
7219,960,829,8,33,5,2017-05-13 12:00:00
7220,961,0,129,44,14,2017-05-27 12:00:00
7221,961,827,14,9,20,2017-05-27 12:00:00
7222,961,835,14,94,19,2017-05-27 12:00:00
7223,961,839,2,18,18,2017-05-27 12:00:00
7224,961,834,3,30,17,2017-05-27 12:00:00
7225,961,838,9,31,16,2017-05-27 12:00:00
7226,961,12,2,19,15,2017-05-27 12:00:00
7227,961,824,207,20,13,2017-05-27 12:00:00
7228,961,821,129,77,3,2017-05-27 12:00:00
7229,961,825,4,26,11,2017-05-27 12:00:00
7230,961,807,3,27,12,2017-05-27 12:00:00
7231,961,19,5,5,2,2017-05-27 12:00:00
7232,961,829,8,33,4,2017-05-27 12:00:00
7233,961,816,8,3,5,2017-05-27 12:00:00
7234,961,7,5,7,1,2017-05-27 12:00:00
7235,961,814,9,11,7,2017-05-27 12:00:00
7236,961,153,207,8,8,2017-05-27 12:00:00
7237,961,831,4,55,6,2017-05-27 12:00:00
7238,961,17,0,22,9,2017-05-27 12:00:00
7239,961,837,0,2,10,2017-05-27 12:00:00
7240,962,835,14,94,20,2017-06-10 18:00:00
7241,962,827,14,9,19,2017-06-10 18:00:00
7242,962,824,207,20,18,2017-06-10 18:00:00
7243,962,839,2,18,17,2017-06-10 18:00:00
7244,962,837,0,2,16,2017-06-10 18:00:00
7245,962,153,207,8,14,2017-06-10 18:00:00
7246,962,831,4,55,13,2017-06-10 18:00:00
7247,962,3,0,14,12,2017-06-10 18:00:00
7248,962,834,3,30,15,2017-06-10 18:00:00
7249,962,807,3,27,10,2017-06-10 18:00:00
7250,962,0,129,44,1,2017-06-10 18:00:00
7251,962,825,4,26,11,2017-06-10 18:00:00
7252,962,821,129,77,3,2017-06-10 18:00:00
7253,962,7,5,7,4,2017-06-10 18:00:00
7254,962,829,8,33,5,2017-06-10 18:00:00
7255,962,19,5,5,2,2017-06-10 18:00:00
7256,962,12,2,19,7,2017-06-10 18:00:00
7257,962,814,9,11,8,2017-06-10 18:00:00
7258,962,838,9,31,9,2017-06-10 18:00:00
7259,962,816,8,3,6,2017-06-10 18:00:00
7260,963,824,207,20,13,2017-06-24 13:00:00
7261,963,837,0,2,19,2017-06-24 13:00:00
7262,963,827,14,9,18,2017-06-24 13:00:00
7263,963,153,207,8,17,2017-06-24 13:00:00
7264,963,3,0,14,16,2017-06-24 13:00:00
7265,963,835,14,94,15,2017-06-24 13:00:00
7266,963,807,3,27,14,2017-06-24 13:00:00
7267,963,831,4,55,12,2017-06-24 13:00:00
7268,963,19,5,5,4,2017-06-24 13:00:00
7269,963,816,8,3,10,2017-06-24 13:00:00
7270,963,825,4,26,11,2017-06-24 13:00:00
7271,963,821,129,77,2,2017-06-24 13:00:00
7272,963,7,5,7,3,2017-06-24 13:00:00
7273,963,829,8,33,5,2017-06-24 13:00:00
7274,963,0,129,44,1,2017-06-24 13:00:00
7275,963,838,9,31,7,2017-06-24 13:00:00
7276,963,839,2,18,8,2017-06-24 13:00:00
7277,963,12,2,19,9,2017-06-24 13:00:00
7278,963,814,9,11,6,2017-06-24 13:00:00
7279,964,835,14,94,20,2017-07-08 12:00:00
7280,964,827,14,9,19,2017-07-08 12:00:00
7281,964,839,2,18,18,2017-07-08 12:00:00
7282,964,12,2,19,17,2017-07-08 12:00:00
7283,964,834,3,30,16,2017-07-08 12:00:00
7284,964,824,207,20,15,2017-07-08 12:00:00
7285,964,825,4,26,14,2017-07-08 12:00:00
7286,964,837,0,2,13,2017-07-08 12:00:00
7287,964,3,0,14,12,2017-07-08 12:00:00
7288,964,831,4,55,10,2017-07-08 12:00:00
7289,964,821,129,77,1,2017-07-08 12:00:00
7290,964,19,5,5,2,2017-07-08 12:00:00
7291,964,0,129,44,3,2017-07-08 12:00:00
7292,964,7,5,7,4,2017-07-08 12:00:00
7293,964,807,3,27,11,2017-07-08 12:00:00
7294,964,829,8,33,6,2017-07-08 12:00:00
7295,964,153,207,8,7,2017-07-08 12:00:00
7296,964,814,9,11,8,2017-07-08 12:00:00
7297,964,838,9,31,9,2017-07-08 12:00:00
7298,964,816,8,3,5,2017-07-08 12:00:00
7299,965,3,0,14,13,2017-07-15 12:00:00
7300,965,816,8,3,20,2017-07-15 12:00:00
7301,965,827,14,9,19,2017-07-15 12:00:00
7302,965,835,14,94,18,2017-07-15 12:00:00
7303,965,824,207,20,17,2017-07-15 12:00:00
7304,965,839,2,18,16,2017-07-15 12:00:00
7305,965,12,2,19,15,2017-07-15 12:00:00
7306,965,831,4,55,14,2017-07-15 12:00:00
7307,965,825,4,26,12,2017-07-15 12:00:00
7308,965,7,5,7,2,2017-07-15 12:00:00
7309,965,153,207,8,10,2017-07-15 12:00:00
7310,965,834,3,30,11,2017-07-15 12:00:00
7311,965,19,5,5,3,2017-07-15 12:00:00
7312,965,821,129,77,4,2017-07-15 12:00:00
7313,965,829,8,33,5,2017-07-15 12:00:00
7314,965,0,129,44,1,2017-07-15 12:00:00
7315,965,814,9,11,7,2017-07-15 12:00:00
7316,965,838,9,31,8,2017-07-15 12:00:00
7317,965,837,0,2,9,2017-07-15 12:00:00
7318,965,807,3,27,6,2017-07-15 12:00:00
7319,966,838,9,31,12,2017-07-29 12:00:00
7320,966,813,2,40,19,2017-07-29 12:00:00
7321,966,835,14,94,18,2017-07-29 12:00:00
7322,966,839,2,18,17,2017-07-29 12:00:00
7323,966,824,207,20,16,2017-07-29 12:00:00
7324,966,153,207,8,15,2017-07-29 12:00:00
7325,966,814,9,11,14,2017-07-29 12:00:00
7326,966,825,4,26,13,2017-07-29 12:00:00
7327,966,827,14,9,20,2017-07-29 12:00:00
7328,966,834,3,30,11,2017-07-29 12:00:00
7329,966,837,0,2,9,2017-07-29 12:00:00
7330,966,19,5,5,1,2017-07-29 12:00:00
7331,966,7,5,7,2,2017-07-29 12:00:00
7332,966,821,129,77,3,2017-07-29 12:00:00
7333,966,0,129,44,4,2017-07-29 12:00:00
7334,966,831,4,55,10,2017-07-29 12:00:00
7335,966,816,8,3,6,2017-07-29 12:00:00
7336,966,807,3,27,7,2017-07-29 12:00:00
7337,966,3,0,14,8,2017-07-29 12:00:00
7338,966,829,8,33,5,2017-07-29 12:00:00
7339,967,824,207,20,13,2017-08-26 12:00:00
7340,967,827,14,9,19,2017-08-26 12:00:00
7341,967,839,2,18,18,2017-08-26 12:00:00
7342,967,825,4,26,17,2017-08-26 12:00:00
7343,967,12,2,19,16,2017-08-26 12:00:00
7344,967,837,0,2,15,2017-08-26 12:00:00
7345,967,831,4,55,14,2017-08-26 12:00:00
7346,967,835,14,94,20,2017-08-26 12:00:00
7347,967,153,207,8,12,2017-08-26 12:00:00
7348,967,834,3,30,10,2017-08-26 12:00:00
7349,967,3,0,14,11,2017-08-26 12:00:00
7350,967,0,129,44,1,2017-08-26 12:00:00
7351,967,821,129,77,3,2017-08-26 12:00:00
7352,967,7,5,7,4,2017-08-26 12:00:00
7353,967,19,5,5,2,2017-08-26 12:00:00
7354,967,816,8,3,6,2017-08-26 12:00:00
7355,967,807,3,27,7,2017-08-26 12:00:00
7356,967,814,9,11,8,2017-08-26 12:00:00
7357,967,838,9,31,9,2017-08-26 12:00:00
7358,967,829,8,33,5,2017-08-26 12:00:00
7359,968,153,207,8,20,2017-09-02 12:00:00
7360,968,835,14,94,19,2017-09-02 12:00:00
7361,968,827,14,9,18,2017-09-02 12:00:00
7362,968,834,3,30,17,2017-09-02 12:00:00
7363,968,824,207,20,16,2017-09-02 12:00:00
7364,968,831,4,55,15,2017-09-02 12:00:00
7365,968,825,4,26,14,2017-09-02 12:00:00
7366,968,3,0,14,13,2017-09-02 12:00:00
7367,968,807,3,27,12,2017-09-02 12:00:00
7368,968,814,9,11,11,2017-09-02 12:00:00
7369,968,12,2,19,9,2017-09-02 12:00:00
7370,968,0,129,44,1,2017-09-02 12:00:00
7371,968,829,8,33,2,2017-09-02 12:00:00
7372,968,816,8,3,3,2017-09-02 12:00:00
7373,968,839,2,18,4,2017-09-02 12:00:00
7374,968,837,0,2,10,2017-09-02 12:00:00
7375,968,821,129,77,6,2017-09-02 12:00:00
7376,968,7,5,7,7,2017-09-02 12:00:00
7377,968,19,5,5,8,2017-09-02 12:00:00
7378,968,838,9,31,5,2017-09-02 12:00:00
7379,969,825,4,26,13,2017-09-16 12:00:00
7380,969,827,14,9,20,2017-09-16 12:00:00
7381,969,835,14,94,19,2017-09-16 12:00:00
7382,969,839,2,18,18,2017-09-16 12:00:00
7383,969,12,2,19,17,2017-09-16 12:00:00
7384,969,824,207,20,16,2017-09-16 12:00:00
7385,969,153,207,8,15,2017-09-16 12:00:00
7386,969,838,9,31,14,2017-09-16 12:00:00
7387,969,814,9,11,12,2017-09-16 12:00:00
7388,969,834,3,30,11,2017-09-16 12:00:00
7389,969,831,4,55,10,2017-09-16 12:00:00
7390,969,19,5,5,1,2017-09-16 12:00:00
7391,969,816,8,3,3,2017-09-16 12:00:00
7392,969,7,5,7,4,2017-09-16 12:00:00
7393,969,0,129,44,5,2017-09-16 12:00:00
7394,969,829,8,33,2,2017-09-16 12:00:00
7395,969,807,3,27,7,2017-09-16 12:00:00
7396,969,3,0,14,8,2017-09-16 12:00:00
7397,969,837,0,2,9,2017-09-16 12:00:00
7398,969,821,129,77,6,2017-09-16 12:00:00
7399,970,831,4,55,14,2017-09-30 07:00:00
7400,970,821,129,77,5,2017-09-30 07:00:00
7401,970,827,14,9,19,2017-09-30 07:00:00
7402,970,835,14,94,18,2017-09-30 07:00:00
7403,970,824,207,20,17,2017-09-30 07:00:00
7404,970,153,207,8,16,2017-09-30 07:00:00
7405,970,452,4,10,15,2017-09-30 07:00:00
7406,970,839,2,18,13,2017-09-30 07:00:00
7407,970,834,3,30,12,2017-09-30 07:00:00
7408,970,0,129,44,1,2017-09-30 07:00:00
7409,970,7,5,7,2,2017-09-30 07:00:00
7410,970,829,8,33,3,2017-09-30 07:00:00
7411,970,816,8,3,4,2017-09-30 07:00:00
7412,970,19,5,5,20,2017-09-30 07:00:00
7413,970,12,2,19,11,2017-09-30 07:00:00
7414,970,837,0,2,7,2017-09-30 07:00:00
7415,970,807,3,27,8,2017-09-30 07:00:00
7416,970,814,9,11,9,2017-09-30 07:00:00
7417,970,3,0,14,10,2017-09-30 07:00:00
7418,970,838,9,31,6,2017-09-30 07:00:00
7419,971,824,207,20,13,2017-10-07 05:00:00
7420,971,835,14,94,20,2017-10-07 05:00:00
7421,971,827,14,9,19,2017-10-07 05:00:00
7422,971,839,2,18,18,2017-10-07 05:00:00
7423,971,452,4,10,17,2017-10-07 05:00:00
7424,971,153,207,8,16,2017-10-07 05:00:00
7425,971,831,4,55,15,2017-10-07 05:00:00
7426,971,834,3,30,14,2017-10-07 05:00:00
7427,971,837,0,2,11,2017-10-07 05:00:00
7428,971,814,9,11,8,2017-10-07 05:00:00
7429,971,3,0,14,10,2017-10-07 05:00:00
7430,971,12,2,19,9,2017-10-07 05:00:00
7431,971,838,9,31,7,2017-10-07 05:00:00
7432,971,7,5,7,6,2017-10-07 05:00:00
7433,971,829,8,33,5,2017-10-07 05:00:00
7434,971,816,8,3,4,2017-10-07 05:00:00
7435,971,19,5,5,3,2017-10-07 05:00:00
7436,971,821,129,77,2,2017-10-07 05:00:00
7437,971,0,129,44,1,2017-10-07 05:00:00
7438,971,807,3,27,12,2017-10-07 05:00:00
7439,972,807,3,27,15,2017-10-21 19:00:00
7440,972,153,207,8,14,2017-10-21 19:00:00
7441,972,827,14,9,16,2017-10-21 19:00:00
7442,972,837,0,2,13,2017-10-21 19:00:00
7443,972,841,4,39,18,2017-10-21 19:00:00
7444,972,835,14,94,19,2017-10-21 19:00:00
7445,972,824,207,20,20,2017-10-21 19:00:00
7446,972,839,2,18,17,2017-10-21 19:00:00
7447,972,825,4,26,12,2017-10-21 19:00:00
7448,972,12,2,19,11,2017-10-21 19:00:00
7449,972,814,9,11,10,2017-10-21 19:00:00
7450,972,0,129,44,1,2017-10-21 19:00:00
7451,972,821,129,77,3,2017-10-21 19:00:00
7452,972,816,8,3,4,2017-10-21 19:00:00
7453,972,7,5,7,5,2017-10-21 19:00:00
7454,972,19,5,5,2,2017-10-21 19:00:00
7455,972,838,9,31,7,2017-10-21 19:00:00
7456,972,831,3,55,8,2017-10-21 19:00:00
7457,972,3,0,14,9,2017-10-21 19:00:00
7458,972,829,8,33,6,2017-10-21 19:00:00
7459,973,841,4,28,13,2017-10-28 19:00:00
7460,973,153,207,8,19,2017-10-28 19:00:00
7461,973,824,207,20,18,2017-10-28 19:00:00
7462,973,835,14,94,17,2017-10-28 19:00:00
7463,973,827,14,9,16,2017-10-28 19:00:00
7464,973,837,0,2,15,2017-10-28 19:00:00
7465,973,3,0,14,14,2017-10-28 19:00:00
7466,973,839,2,18,12,2017-10-28 19:00:00
7467,973,12,2,19,11,2017-10-28 19:00:00
7468,973,814,9,11,10,2017-10-28 19:00:00
7469,973,19,5,5,1,2017-10-28 19:00:00
7470,973,0,129,44,3,2017-10-28 19:00:00
7471,973,821,129,77,4,2017-10-28 19:00:00
7472,973,7,5,7,5,2017-10-28 19:00:00
7473,973,829,8,33,2,2017-10-28 19:00:00
7474,973,816,8,3,7,2017-10-28 19:00:00
7475,973,807,3,27,8,2017-10-28 19:00:00
7476,973,831,3,55,9,2017-10-28 19:00:00
7477,973,838,9,31,6,2017-10-28 19:00:00
7478,974,824,207,20,14,2017-11-11 16:00:00
7479,974,0,129,44,20,2017-11-11 16:00:00
7480,974,827,14,9,19,2017-11-11 16:00:00
7481,974,839,2,18,18,2017-11-11 16:00:00
7482,974,452,4,10,17,2017-11-11 16:00:00
7483,974,835,14,94,16,2017-11-11 16:00:00
7484,974,841,4,28,15,2017-11-11 16:00:00
7485,974,837,0,2,13,2017-11-11 16:00:00
7486,974,153,207,8,12,2017-11-11 16:00:00
7487,974,7,5,7,3,2017-11-11 16:00:00
7488,974,19,5,5,2,2017-11-11 16:00:00
7489,974,821,129,77,1,2017-11-11 16:00:00
7490,974,829,8,33,4,2017-11-11 16:00:00
7491,974,816,8,3,5,2017-11-11 16:00:00
7492,974,838,9,31,11,2017-11-11 16:00:00
7493,974,3,0,14,7,2017-11-11 16:00:00
